frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma
293,1,1.18,0.816,7.98,78.137,78.137,-26.207,-18.227
294,1,1.11,0.811,6.847,67.593,67.593,-27.878,-21.031
295,1,1.211,0.848,5.313,70.606,70.606,-29.371,-24.058
296,1,0.829,1.406,18.237,43.374,43.374,-22.703,-4.466000000000001
297,1,1.137,0.772,11.895,46.382,46.382,-51.918,-40.022999999999996
298,1,0.948,1.323,23.422,44.921,44.921,-26.976,-3.5539999999999985
299,1,1.765,0.591,11.636,61.497,61.497,-28.118,-16.482
300,1,1.049,1.386,21.853,44.385,44.385,-24.259,-2.405999999999999
301,1,1.242,1.349,18.208,49.525,49.525,-20.835,-2.6270000000000024
302,1,1.851,0.585,10.812,68.245,68.245,-15.255,-4.443000000000001
303,1,1.733,0.845,12.79,70.28,70.28,-13.82,-1.0300000000000011
304,1,1.272,0.724,-0.699,62.031,62.031,-21.283,-21.982000000000003
305,1,1.157,0.906,1.207,57.991,57.991,-26.023,-24.816
306,1,1.172,1.24,15.693,50.995,50.995,-12.14,3.552999999999999
307,1,2.14,0.785,29.64,64.584,64.584,61.558,91.19800000000001
308,1,1.672,0.882,19.744,54.787,54.787,-50.7,-30.956000000000003
309,1,2.115,0.905,27.615,62.716,62.716,49.247,76.862
310,1,1.19,1.147,19.147,54.445,54.445,-50.048,-30.901000000000003
311,1,1.904,1.366,46.911,71.109,71.109,0.832,47.743
312,1,1.804,1.261,52.6,68.413,68.413,-7.619,44.981
313,1,1.509,1.387,40.676,71.971,71.971,-1.477,39.199000000000005
314,1,1.506,1.159,39.459,69.547,69.547,-4.229,35.230000000000004
315,1,1.408,1.25,40.191,70.219,70.219,-5.989,34.202000000000005
316,1,1.114,1.331,12.808,45.529,45.529,-11.729,1.0790000000000006
317,1,1.831,0.99,35.335,74.894,74.894,-1.457,33.878
318,1,1.871,0.835,30.0,75.469,75.469,46.189,76.189
319,1,1.679,0.734,29.429,69.699,69.699,41.937,71.366
320,1,1.128,0.915,14.113,38.041,38.041,-20.517,-6.404
321,1,1.843,1.087,25.744,69.663,69.663,1.102,26.846
